place	lat	long	title	date
Shore Terrace	56.4598	-2.9681	SOLICITOR DIES IN DUNDEE STREET	1950-03-30
Springfield	56.4571	-2.9861	EAST FIFE’S BEST AT BAKING	1950-03-30
28 Hill Street	56.4712	-2.9797	BICYCLE THIEF FINED	1950-03-30
Dundee	56.4584	-2.9737	BICYCLE THIEF FINED	1950-03-30
Commercial Street	56.4614	-2.9681	BICYCLE THIEF FINED	1950-03-30
Brechin	56.7322	-2.6603	SPRING BRIDE FROM BRECHIN	1950-03-30
Montrose	56.7092	-2.4672	SPRING BRIDE FROM BRECHIN	1950-03-30
Forfar	56.6441	-2.8890	Forfar Now Has A Famous Painting	1950-03-30
21 Forfar Road	56.4847	-2.9514	TWO ATTENDANTS FOR CALVINE BRIDE	1950-03-30
Dundee	56.4584	-2.9737	TWO ATTENDANTS FOR CALVINE BRIDE	1950-03-30
Forfar	56.6441	-2.8890	FORFARIAN DIES IN BRAZIL	1950-03-30
Camphill Road	56.4703	-2.8645	DUNDEE CINE SOCIETY AWARDS	1950-03-30
Dundee	56.4584	-2.9737		1950-03-30
Dundee	56.4584	-2.9737	DUNDEE EXCHANGE	1950-03-30
Kinneff	56.8678	-2.2401		1950-03-30
St Cyrus	56.7740	-2.4177		1950-03-30
Dens Road	56.5650	-2.5892	SCHOOL PROMOTIONS	1950-03-30
18 Coupar Angus Road	56.4750	-3.0138	Pulling Teeth Was A Side Line	1950-03-30
Dundee	56.4584	-2.9737	Pulling Teeth Was A Side Line	1950-03-30
102 High Street	56.4610	-2.9692	Pulling Teeth Was A Side Line	1950-03-30
Hilltown	56.4690	-2.9746	CHURCH COMPANY WINS B.B. SHIELD	1950-03-30
DUNDEE	56.4584	-2.9737	COAL BAD, SCARCE AND DEAR	1950-03-30
4 Panmure Terrace	56.4739	-2.8505	MONTROSE DOCTOR WINS DISPUTE	1950-03-30
Montrose	56.7092	-2.4672	MONTROSE DOCTOR WINS DISPUTE	1950-03-30
Broughty Ferry	56.4674	-2.8761	CHURCH HONOUR FOR DUNDEE WOMEN	1950-03-30
DUNDEE	56.4584	-2.9737	NOW 11 SMALLPOX CASES IN GLASGOW	1950-03-30
Fintry	56.4904	-2.9409	Marchioness Gets Divorce	1950-03-30
Ferryden	56.6989	-2.4752	BERVIE WELCOMES NEW MINISTER	1950-03-30
Kinneff	56.8678	-2.2401	BERVIE WELCOMES NEW MINISTER	1950-03-30
Walrond Street	56.4765	-2.9533	WILL CONTEST WARD V. (DUNDEE)	1950-03-30
Dundee	56.4584	-2.9737	WILL CONTEST WARD V. (DUNDEE)	1950-03-30
Forfar	56.6441	-2.8890	FORFAR AMBULANCE QUESTION	1950-03-30
Dundee	56.4584	-2.9737	FIRST BREAK IN JUTE QUARREL	1950-03-30
Edzell	56.8097	-2.6557	BADMINTON RESULTS AT ARBROATH	1950-03-30
Carnoustie	56.5014	-2.7090	BADMINTON RESULTS AT ARBROATH	1950-03-30
Monifieth	56.4831	-2.8161	BADMINTON RESULTS AT ARBROATH	1950-03-30
Forfar	56.6441	-2.8890	BADMINTON RESULTS AT ARBROATH	1950-03-30
Carnoustie	56.5014	-2.7090	CARNOUSTIE TABLE TENNIS TOURNAMENT	1950-03-30
Logie	56.7618	-2.4938		1950-03-30
Dundee	56.4584	-2.9737		1950-03-30
Broughty Ferry	56.4674	-2.8761		1950-03-30
Dundee	56.4584	-2.9737	The Pixie Wanted A Front-Row View	1950-03-30
Dundee	56.4584	-2.9737	FORTY-SIX YEARS IN INSURANCE	1950-03-30
20 St Mary Street	56.4639	-2.9895	FORTY-SIX YEARS IN INSURANCE	1950-03-30
24 Knowehead Crescent	56.6732	-3.0122	KIRRIEMUIR MASTERBUTCHER DEAD	1950-03-30
Liff Road	56.4781	-3.0413	Now It’s The Three A’s	1950-03-30
High Street	56.4398	-2.9417	Now It’s The Three A’s	1950-03-30
Elliot Road	56.4619	-3.0197	HOCKEY	1950-03-30
Shore Terrace	56.4598	-2.9681	HOCKEY	1950-03-30
Dundee	56.4584	-2.9737	Queen’s Last Fling Can Shake Hampden	1950-03-30
Monifieth	56.4831	-2.8161	Queen’s Last Fling Can Shake Hampden	1950-03-30
Forfar	56.6441	-2.8890	Queen’s Last Fling Can Shake Hampden	1950-03-30
Station Park	56.8286	-2.2852	Queen’s Last Fling Can Shake Hampden	1950-03-30
Carnoustie	56.5014	-2.7090	LOW SCORING IN VARSITY TIES	1950-03-30
Arbroath	56.5623	-2.5841	ARBROATH LOST TWO-GOAL LEAD	1950-03-30
Dundee	56.4584	-2.9737	ARBROATH LOST TWO-GOAL LEAD	1950-03-30
Forfar	56.6441	-2.8890	Handyman Tries Handling	1950-03-30
Kingsway	56.4827	-2.9706	TIGERS WIN IN BAIRNS TROPHY	1950-03-30
DUNDEE	56.4584	-2.9737	TENNIS.	1950-03-30
Forfar	56.6441	-2.8890	More Food From Grass, Farmers Told	1950-03-31
Forfar	56.6441	-2.8890	FORFAR SAVINGS BANK PROGRESS	1950-03-31
5 King Street	56.8447	-2.2799	Alloa Couple On Neglect Charge	1950-03-31
Forfar	56.6441	-2.8890	H.H. BOWLERS’ CUP DRAWS	1950-03-31
Craigie	56.4777	-2.9307	H.H. BOWLERS’ CUP DRAWS	1950-03-31
Fairfield	56.5570	-2.6082	H.H. BOWLERS’ CUP DRAWS	1950-03-31
Dundee	56.4584	-2.9737	BEEKEEPERS’ NEW PRESIDENT	1950-03-31
Glenmoy Avenue	56.4785	-2.9918	BEEKEEPERS’ NEW PRESIDENT	1950-03-31
75 Mains Terrace	56.4796	-2.9558	BEEKEEPERS’ NEW PRESIDENT	1950-03-31
Kirriemuir	56.6731	-3.0045	LIVESTOCK PRICES KIRRIEMUIR.	1950-03-31
Dunnichen	56.6283	-2.8014	LIVESTOCK PRICES KIRRIEMUIR.	1950-03-31
Whig Street	56.7086	-2.8716	LIVESTOCK PRICES KIRRIEMUIR.	1950-03-31
Glamis	56.6084	-3.0038	SHIPPING MOVEMENTS	1950-03-31
Cortachy	56.7249	-2.9922	SHIPPING MOVEMENTS	1950-03-31
Arbroath	56.5623	-2.5841	WHAT SCOTLAND IS PRODUCING	1950-03-31
Brechin	56.7322	-2.6603	WHAT SCOTLAND IS PRODUCING	1950-03-31
Forfar	56.6441	-2.8890	WHAT SCOTLAND IS PRODUCING	1950-03-31
Logie	56.7618	-2.4938		1950-03-31
Forfar	56.6441	-2.8890	DAY RELEASE SCHEME PROGRESS IN DUNDEE	1950-03-31
Dundee	56.4584	-2.9737	INNER WHEEL CLUB DINNER AT DUNDEE	1950-03-31
Forfar	56.6441	-2.8890	INNER WHEEL CLUB DINNER AT DUNDEE	1950-03-31
11 Woodside Terrace	56.4791	-2.9660	ERROL DRIVER NOT GUILTY	1950-03-31
Dundee	56.4584	-2.9737	ERROL DRIVER NOT GUILTY	1950-03-31
17 Ivanhoe Place	56.4688	-2.9430	ERROL DRIVER NOT GUILTY	1950-03-31
Arbroath	56.5623	-2.5841	ANGUS ESTATES	1950-03-31
15 Durie Place	56.8077	-2.6490	ANGUS ESTATES	1950-03-31
Edzell	56.8097	-2.6557	ANGUS ESTATES	1950-03-31
Kirriemuir	56.6731	-3.0045	ANGUS ESTATES	1950-03-31
6 Latch Road	56.7349	-2.6649	ANGUS ESTATES	1950-03-31
Brechin	56.7322	-2.6603	ANGUS ESTATES	1950-03-31
46 Glamis Road	56.6402	-2.9013	ANGUS ESTATES	1950-03-31
Forfar	56.6441	-2.8890	ANGUS ESTATES	1950-03-31
Glamis	56.6084	-3.0038	ANGUS ESTATES	1950-03-31
Kingsmuir	56.6330	-2.8520	ANGUS ESTATES	1950-03-31
8 Union Street	56.7130	-2.4602	ANGUS ESTATES	1950-03-31
Montrose	56.7092	-2.4672	ANGUS ESTATES	1950-03-31
16 Bridge Street	56.7286	-2.6560	ANGUS ESTATES	1950-03-31
12 Brothock Bridge	56.5583	-2.5840	ANGUS ESTATES	1950-03-31
43 Union Street	56.7130	-2.4602	ANGUS ESTATES	1950-03-31
North Street	56.6489	-2.8834	ANGUS ESTATES	1950-03-31
4 Union Place	56.4553	-2.9928	ANGUS ESTATES	1950-03-31
DUNDEE	56.4584	-2.9737	OIL AND POLITICS	1950-03-31
Brechin	56.7322	-2.6603	BRECHIN GIRLS TO BROADCAST	1950-03-31
Dundee	56.4584	-2.9737	100 PIPE BANDS AT DENS PARK	1950-03-31
12 Castle Street	56.6466	-2.8888	WOMAN GETS £5 IN SLANDER CASE	1950-03-31
Forfar	56.6441	-2.8890	WOMAN GETS £5 IN SLANDER CASE	1950-03-31
6 Castle Street	56.6466	-2.8888	WOMAN GETS £5 IN SLANDER CASE	1950-03-31
Montrose	56.7092	-2.4672	MONTROSE INNKEEPER RETIRES	1950-03-31
Wharf Street	56.7069	-2.4723	MONTROSE INNKEEPER RETIRES	1950-03-31
Logie	56.7618	-2.4938	MONTROSE PIGEON FANCIER DEAD	1950-03-31
Montrose	56.7092	-2.4672	MONTROSE PIGEON FANCIER DEAD	1950-03-31
Craigo	56.7699	-2.5110	MONTROSE PIGEON FANCIER DEAD	1950-03-31
Dundee	56.4584	-2.9737	LADY BEATS THE MARKSMEN	1950-03-31
Dundee	56.4584	-2.9737	DUNDEE ENGINEER DIES ABROAD	1950-03-31
Carnoustie	56.5014	-2.7090		1950-03-31
Bridge Street	56.5589	-2.5879	ST ANDREWS CHURCH WEDDING	1950-03-31
10 Abbey Street	56.5617	-2.5829	ST ANDREWS CHURCH WEDDING	1950-03-31
Canmore Street	56.6461	-2.8875	PROPOSED FILMS FOR CHILDREN	1950-03-31
Arbroath	56.5623	-2.5841	TICKET BALLOT AT ARBROATH	1950-03-31
Forfar	56.6441	-2.8890	ANGUS POLICE RADIO SCHEME PLEASES	1950-03-31
Arbroath	56.5623	-2.5841	ANGUS POLICE RADIO SCHEME PLEASES	1950-03-31
Montrose	56.7092	-2.4672		1950-03-31
Constitution Road	56.4646	-2.9769		1950-03-31
Dens Road	56.5650	-2.5892		1950-03-31
Brechin	56.7322	-2.6603		1950-03-31
Monifieth	56.4831	-2.8161		1950-03-31
Arbroath	56.5623	-2.5841		1950-03-31
Dundee	56.4584	-2.9737	ORCHESTRAL NIGHT AT BLAIRGOWRIE	1950-03-31
Invergowrie	56.4596	-3.0621	ORCHESTRAL NIGHT AT BLAIRGOWRIE	1950-03-31
13 Norrie Street	56.4685	-2.8648	NEW SECRETARY FOR JUTE INDUSTRIES	1950-03-31
87 Dundee Road	56.4696	-2.8921	NEW SECRETARY FOR JUTE INDUSTRIES	1950-03-31
West Ferry	56.4728	-2.8947	NEW SECRETARY FOR JUTE INDUSTRIES	1950-03-31
Easterbank	56.6416	-2.8751		1950-03-31
Forfar	56.6441	-2.8890		1950-03-31
Dundee	56.4584	-2.9737	DUNDEE MAY LOSE BIG GRANTS	1950-03-31
91 Commercial Street	56.4614	-2.9681	DRESS DESIGNS ON SHOW TO-DAY	1950-03-31
Dundee	56.4584	-2.9737	DRESS DESIGNS ON SHOW TO-DAY	1950-03-31
Christie's Lane	56.7108	-2.4583		1950-03-31
Carnoustie	56.5014	-2.7090	Players’ Union Calls Halt To Re-signing	1950-03-31
DUNDEE	56.4584	-2.9737	Players’ Union Calls Halt To Re-signing	1950-03-31
Monifieth	56.4831	-2.8161	Players’ Union Calls Halt To Re-signing	1950-03-31
FORFAR	56.6441	-2.8890	Players’ Union Calls Halt To Re-signing	1950-03-31
Brechin	56.7322	-2.6603	Players’ Union Calls Halt To Re-signing	1950-03-31
ARBROATH	56.5623	-2.5841	Players’ Union Calls Halt To Re-signing	1950-03-31
Arbroath	56.5623	-2.5841	Players’ Union Calls Halt To Re-signing	1950-03-31
Lindsay Street	56.5608	-2.5867	Players’ Union Calls Halt To Re-signing	1950-03-31
CARNOUSTIE	56.5014	-2.7090	Players’ Union Calls Halt To Re-signing	1950-03-31
Forfar	56.6441	-2.8890	Players’ Union Calls Halt To Re-signing	1950-03-31
Montrose	56.7092	-2.4672	Players’ Union Calls Halt To Re-signing	1950-03-31
Dundee	56.4584	-2.9737	Players’ Union Calls Halt To Re-signing	1950-03-31
Dundee	56.4584	-2.9737	“Sevens” Holders Will Find D.H.S. A Tough Test	1950-03-31
Carnoustie	56.5014	-2.7090	St Andrews Students Golf Title	1950-03-31
DUNDEE	56.4584	-2.9737	GERMANY INVITED TO COUNCIL	1950-04-01
23 Inglis Street	56.4659	-2.9419		1950-04-01
Brechin	56.7322	-2.6603	Next Move In Brechin v. B.B.C.	1950-04-01
Arbroath	56.5623	-2.5841	OPEN NIGHT AT ARBROATH BADMINTON	1950-04-01
Marketgate	56.5572	-2.5829	OPEN NIGHT AT ARBROATH BADMINTON	1950-04-01
Invergowrie	56.4596	-3.0621	OPEN NIGHT AT ARBROATH BADMINTON	1950-04-01
Carnoustie	56.5014	-2.7090	OPEN NIGHT AT ARBROATH BADMINTON	1950-04-01
Broughty Ferry	56.4674	-2.8761	OPEN NIGHT AT ARBROATH BADMINTON	1950-04-01
Forfar	56.6441	-2.8890	OPEN NIGHT AT ARBROATH BADMINTON	1950-04-01
Carnoustie	56.5014	-2.7090	CARNOUSTIE T.T. WINNERS	1950-04-01
Reform Street	56.4814	-2.8163	Where Wives Wear A Chain	1950-04-01
Arbroath	56.5623	-2.5841	SOUTH ANGUS M.P. ON FISHERS’ PROBLEM	1950-04-01
Arbroath	56.5623	-2.5841	DUNDEE DRAMA TEAM AT ARBROATH	1950-04-01
Broughty Ferry	56.4674	-2.8761	STAFFS QUIT HOTELS FOR OTHER TRADES	1950-04-01
Montrose	56.7092	-2.4672	STAFFS QUIT HOTELS FOR OTHER TRADES	1950-04-01
West Ferry	56.4728	-2.8947	STAFFS QUIT HOTELS FOR OTHER TRADES	1950-04-01
Dundee	56.4584	-2.9737	STAFFS QUIT HOTELS FOR OTHER TRADES	1950-04-01
Dundee	56.4584	-2.9737	LATE GOALS SEE FLYERS THROUGH	1950-04-01
Forfar	56.6441	-2.8890	WEDDING IN FORFAR CHURCH	1950-04-01
Arbroath	56.5623	-2.5841	MISSING YOUTH FOUND IN DUNDEE	1950-04-01
Ninewells	56.4581	-3.0369	MISSING YOUTH FOUND IN DUNDEE	1950-04-01
Dundee	56.4584	-2.9737	MISSING YOUTH FOUND IN DUNDEE	1950-04-01
Brechin	56.7322	-2.6603	Eleventh Hour Dash To Beat Subsidy Cut	1950-04-01
Forfar	56.6441	-2.8890	Eleventh Hour Dash To Beat Subsidy Cut	1950-04-01
Arbroath	56.5623	-2.5841	Eleventh Hour Dash To Beat Subsidy Cut	1950-04-01
Kellas	56.5091	-2.8832	Eleventh Hour Dash To Beat Subsidy Cut	1950-04-01
Hillview	56.5014	-2.7484	CRIEFF WILL PROVIDES FOR YOUNG CRIPPLES	1950-04-01
Craigie	56.4777	-2.9307	CRIEFF WILL PROVIDES FOR YOUNG CRIPPLES	1950-04-01
Arbroath	56.5623	-2.5841	WOMEN CITIZENS AT ARBROATH	1950-04-01
3 Kincardine Street	56.4590	-2.9842	MODEL ENGINE WAS THREE YEARS’ JOB	1950-04-01
Dundee	56.4584	-2.9737	MODEL ENGINE WAS THREE YEARS’ JOB	1950-04-01
31 Reform Street	56.4614	-2.9712	MODEL ENGINE WAS THREE YEARS’ JOB	1950-04-01
Gateside	56.5870	-2.9148	Charity Benefits From Fife Estate	1950-04-01
163 Main Street	56.6082	-3.0050	Charity Benefits From Fife Estate	1950-04-01
38 Craig Road	56.6989	-2.4752	Charity Benefits From Fife Estate	1950-04-01
14 High Street	56.4610	-2.9692	Charity Benefits From Fife Estate	1950-04-01
122 North Street	56.7163	-2.4652	Charity Benefits From Fife Estate	1950-04-01
363 High Street	56.5595	-2.5815	Charity Benefits From Fife Estate	1950-04-01
3 James Place	56.4661	-2.8815	Charity Benefits From Fife Estate	1950-04-01
35 Abbey Street	56.5617	-2.5829	Charity Benefits From Fife Estate	1950-04-01
54 High Street	56.4398	-2.9417	Charity Benefits From Fife Estate	1950-04-01
3 Castle Terrace	56.4500	-2.8819	Charity Benefits From Fife Estate	1950-04-01
Tayport	56.4465	-2.8800	Charity Benefits From Fife Estate	1950-04-01
22 Duncan Street	56.4914	-2.9952	Charity Benefits From Fife Estate	1950-04-01
42 Grey Street	56.4481	-2.8826	Charity Benefits From Fife Estate	1950-04-01
Perth Road	56.4565	-3.0159	Charity Benefits From Fife Estate	1950-04-01
DUNDEE	56.4584	-2.9737	Charity Benefits From Fife Estate	1950-04-01
204 Lochee Road	56.4646	-2.9929	Charity Benefits From Fife Estate	1950-04-01
Dundee	56.4584	-2.9737	Charity Benefits From Fife Estate	1950-04-01
89 Monifieth Road	56.4688	-2.8616	Charity Benefits From Fife Estate	1950-04-01
Springhill	56.4686	-2.9503	Charity Benefits From Fife Estate	1950-04-01
Carnoustie	56.5014	-2.7090	Charity Benefits From Fife Estate	1950-04-01
31 Rankine Street	56.4663	-2.9954	Charity Benefits From Fife Estate	1950-04-01
1 Dalgleish Road	56.4702	-2.9356	Charity Benefits From Fife Estate	1950-04-01
5 Wolseley Street	56.4732	-2.9642	Charity Benefits From Fife Estate	1950-04-01
Arbroath	56.5623	-2.5841	ARBROATH COUPLE WED	1950-04-01
Marketgate	56.5572	-2.5829	ARBROATH COUPLE WED	1950-04-01
16 Hill Place	56.5592	-2.5796	ARBROATH COUPLE WED	1950-04-01
Dundee Road	56.4686	-2.9033	Posed As Naval Officer	1950-04-01
Dundee	56.4584	-2.9737	Too Many Want To Go To Academies	1950-04-01
Broughty Ferry	56.4674	-2.8761	Too Many Want To Go To Academies	1950-04-01
Arbroath	56.5623	-2.5841	SHIPPING MOVEMENTS.	1950-04-01
Dundee	56.4584	-2.9737	MINER PLANNED TO BLOW A SAFE	1950-04-01
Lindsay Street	56.4700	-2.8728	MINER PLANNED TO BLOW A SAFE	1950-04-01
Montrose	56.7092	-2.4672	NEW MINISTER FOR BURRELTON	1950-04-01
Forfar	56.6441	-2.8890	CURLING	1950-04-01
Kirriemuir	56.6731	-3.0045	ANGLING	1950-04-01
Carnoustie	56.5014	-2.7090	JOE LINDSAY IS CHAMPION	1950-04-01
Dundee	56.4584	-2.9737	R. S. HODGE RETURNS TO M‘KANE PARK	1950-04-01
MONTROSE	56.7092	-2.4672	R. S. HODGE RETURNS TO M‘KANE PARK	1950-04-01
Tannadice	56.7124	-2.8591	Nine Games A Month If They Win To-Day	1950-04-01
Arbroath	56.5623	-2.5841	Nine Games A Month If They Win To-Day	1950-04-01
Arbroath	56.5623	-2.5841	To-Day’s Line-Up	1950-04-01
Forfar	56.6441	-2.8890	To-Day’s Line-Up	1950-04-01
DUNDEE	56.4584	-2.9737	To-Day’s Line-Up	1950-04-01
Brechin	56.7322	-2.6603	KING’S “A” FURTHER AHEAD	1950-04-01
Dundee	56.4584	-2.9737	LAST CHANCE TO CHANGE COALMAN	1950-04-01
DUNDEE	56.4584	-2.9737	Courier AND Advertiser	1950-04-07
Glamis	56.6084	-3.0038	SHIPPING MOVEMENTS	1950-04-07
Forfar	56.6441	-2.8890	STIRLING SHOW AND SALE	1950-04-07
Forfar	56.6441	-2.8890	BANKER IS NEW ANGUS FARMING OFFICIAL	1950-04-07
Arbroath	56.5623	-2.5841	BANKER IS NEW ANGUS FARMING OFFICIAL	1950-04-07
Dundee	56.4584	-2.9737	BANKER IS NEW ANGUS FARMING OFFICIAL	1950-04-07
Montrose	56.7092	-2.4672	MONTROSE POLICE SERGEANT RETIRES	1950-04-07
Arbroath	56.5623	-2.5841	MONTROSE POLICE SERGEANT RETIRES	1950-04-07
Friockheim	56.6379	-2.6586	MONTROSE POLICE SERGEANT RETIRES	1950-04-07
Kirriemuir	56.6731	-3.0045	MONTROSE POLICE SERGEANT RETIRES	1950-04-07
Arbroath	56.5623	-2.5841	LIBRARIANS ELECT OFFICIALS	1950-04-07
Forfar	56.6441	-2.8890	LIBRARIANS ELECT OFFICIALS	1950-04-07
Dundee	56.4584	-2.9737	"L" DRIVER POSER FOR SHERIFF	1950-04-07
Dundee	56.4584	-2.9737	MONIFIETH LADY'S BEQUESTS	1950-04-07
20 Fontstane Road	56.4812	-2.8278	MONIFIETH LADY'S BEQUESTS	1950-04-07
Monifieth	56.4831	-2.8161	MONIFIETH LADY'S BEQUESTS	1950-04-07
Brook Street	56.4614	-2.9873	MONIFIETH LADY'S BEQUESTS	1950-04-07
Springhill	56.4686	-2.9503	MONIFIETH LADY'S BEQUESTS	1950-04-07
17 Hillcrest Road	56.4600	-3.0047	MONIFIETH LADY'S BEQUESTS	1950-04-07
Kirriemuir	56.6731	-3.0045	ARBROATH WIVES ENTERTAINED	1950-04-07
Arbroath	56.5623	-2.5841	ARBROATH WIVES ENTERTAINED	1950-04-07
Monifieth	56.4831	-2.8161	BLACK WATCH GUILD WINNERS	1950-04-07
Montrose	56.7092	-2.4672	American Search Ends On Angus Farm	1950-04-07
Forfar	56.6441	-2.8890	FORFAR PROVOST TO HAND OVER REINS	1950-04-07
Ninewells	56.4581	-3.0369		1950-04-07
1 Fairfield Road	56.4786	-2.9800		1950-04-07
Longforgan	56.4575	-3.1177	THE OLD AND THE NEW	1950-04-07
DUNDEE	56.4584	-2.9737	RED LIGHT IN MALAYA	1950-04-07
64 Commercial Street	56.4614	-2.9681		1950-04-07
Arbroath	56.5623	-2.5841	NOTED ARBROATH TEACHER RETIRES	1950-04-07
Tealing	56.5336	-2.9631	ABERFELDY RETAINS FARMING CUP	1950-04-07
Dundee	56.4584	-2.9737	ABERFELDY RETAINS FARMING CUP	1950-04-07
Rose Street	56.5566	-2.5992	FELL FOR POLICEMEN WHO WEREN'T THERE	1950-04-07
Woodhaven	56.4331	-2.9535	NEWPORT PROVOST RETIRES	1950-04-07
Montrose	56.7092	-2.4672		1950-04-07
Arbroath	56.5623	-2.5841		1950-04-07
Forfar	56.6441	-2.8890		1950-04-07
Broughty Ferry	56.4674	-2.8761		1950-04-07
Inverarity	56.5877	-2.8914	Change School Holidays For Fruit Harvest	1950-04-07
Whitfield	56.4918	-2.9170	DOWNFIELD PARK PLAN; NEXT MOVE	1950-04-07
Invergowrie	56.4596	-3.0621		1950-04-07
Dundee	56.4584	-2.9737		1950-04-07
120 Kinghorne Road	56.4698	-2.9823	Baby And Grandmother Saved From Gas	1950-04-07
Dundee	56.4584	-2.9737	Baby And Grandmother Saved From Gas	1950-04-07
70 Caldrum Street	56.4707	-2.9737	Baby And Grandmother Saved From Gas	1950-04-07
Caldrum Street	56.4707	-2.9737	Baby And Grandmother Saved From Gas	1950-04-07
57 Logie Street	56.4680	-3.0014	Dundee Ward VI Candidate	1950-04-07
Dundee	56.4584	-2.9737	Dundee Ward VI Candidate	1950-04-07
29 Arklay Street	56.4744	-2.9661	Dundee Ward VI Candidate	1950-04-07
Elliot Road	56.4619	-3.0197	On-The-Crest Harris F.P. Will Test Pannmure	1950-04-07
Forfar	56.6441	-2.8890	On-The-Crest Harris F.P. Will Test Pannmure	1950-04-07
Forfar Road	56.4847	-2.9514	On-The-Crest Harris F.P. Will Test Pannmure	1950-04-07
Arbroath	56.5623	-2.5841	On-The-Crest Harris F.P. Will Test Pannmure	1950-04-07
Dundee	56.4584	-2.9737	MIDLANDS HOCKEY TOURISTS	1950-04-07
Brechin	56.7322	-2.6603	MIDLANDS HOCKEY TOURISTS	1950-04-07
Elliot Road	56.4619	-3.0197	Rugby Shorts	1950-04-07
DUNDEE	56.4584	-2.9737	League "No" To August Contracts Means Deadlock	1950-04-07
Arbroath	56.5623	-2.5841	League "No" To August Contracts Means Deadlock	1950-04-07
Carnoustie	56.5014	-2.7090	CARNOUSTIE-DUNDEE HOLIDAY SPLIT	1950-04-07
Dundee	56.4584	-2.9737	CARNOUSTIE-DUNDEE HOLIDAY SPLIT	1950-04-07
Arbroath	56.5623	-2.5841	EASTER BALL AT FRIOCKHEIM	1950-04-07
Carnoustie	56.5014	-2.7090	EASTER BALL AT FRIOCKHEIM	1950-04-07
Colliston	56.5967	-2.6458	EASTER BALL AT FRIOCKHEIM	1950-04-07
Brechin	56.7322	-2.6603	EASTER BALL AT FRIOCKHEIM	1950-04-07
Forfar	56.6441	-2.8890	EASTER BALL AT FRIOCKHEIM	1950-04-07
Kirriemuir	56.6731	-3.0045	EASTER BALL AT FRIOCKHEIM	1950-04-07
Montrose	56.7092	-2.4672	EASTER BALL AT FRIOCKHEIM	1950-04-07
Friockheim	56.6379	-2.6586	ANGUS FARM'S NEW OWNER	1950-04-07
Kirriemuir	56.6731	-3.0045	ANGUS FARM'S NEW OWNER	1950-04-07
25 Newton Road	56.5066	-2.7153	MEDAL FOR POSTAL FOREMAN	1950-04-07
Wormit	56.4241	-2.9809		1950-04-07
Forfar	56.6441	-2.8890	ANGUS POLICE SPORTS OFFICIALS	1950-04-07
Brechin	56.7322	-2.6603	ANGUS POLICE SPORTS OFFICIALS	1950-04-07
Edzell	56.8097	-2.6557	ANGUS POLICE SPORTS OFFICIALS	1950-04-07
Arbroath	56.5623	-2.5841	ANGUS POLICE SPORTS OFFICIALS	1950-04-07
Montrose	56.7092	-2.4672	ANGUS POLICE SPORTS OFFICIALS	1950-04-07
Inverarity	56.5877	-2.8914	ANGUS POLICE SPORTS OFFICIALS	1950-04-07
DUNDEE	56.4584	-2.9737	BOWLING.	1950-04-07
30 Glenmarkie Terrace	56.4765	-2.9924	BOWLING.	1950-04-07
Brechin	56.7322	-2.6603		1950-04-07
Dundee	56.4584	-2.9737	A "Double" Must Go—But Fifers Mean Business	1950-04-07
Arbroath	56.5623	-2.5841	A "Double" Must Go—But Fifers Mean Business	1950-04-07
Tannadice	56.7124	-2.8591	A "Double" Must Go—But Fifers Mean Business	1950-04-07
Monifieth	56.4831	-2.8161	ABERDEEN FANCY VIOLET HALF-BACK	1950-04-07
Carnoustie	56.5014	-2.7090	ABERDEEN FANCY VIOLET HALF-BACK	1950-04-07
Westfield Park	56.6372	-2.9056	ABERDEEN FANCY VIOLET HALF-BACK	1950-04-07
Arbroath	56.5623	-2.5841	ABERDEEN FANCY VIOLET HALF-BACK	1950-04-07
Beechwood Park	56.5038	-2.7248	ABERDEEN FANCY VIOLET HALF-BACK	1950-04-07
Arbroath	56.5623	-2.5841	ANSWER TO CORRESPONDENT	1950-04-07
South Street	56.6435	-2.8771	ST ANDREWS TEN YEARS' PLAN	1950-04-08
Abbey Street	56.5617	-2.5829	ST ANDREWS TEN YEARS' PLAN	1950-04-08
Market Street	56.7133	-2.4665	ST ANDREWS TEN YEARS' PLAN	1950-04-08
Dundee	56.4584	-2.9737	DANCE AIDS FOOTBALL CLUB DANISH TOUR	1950-04-08
Tannadice	56.7124	-2.8591	DANCE AIDS FOOTBALL CLUB DANISH TOUR	1950-04-08
Broughty Ferry	56.4674	-2.8761	BOWLING	1950-04-08
Maryfield	56.4775	-2.9558	BOWLING	1950-04-08
Blackness Road	56.4607	-3.0034	MORE NOMINEES FOR DUNDEE WARDS	1950-04-08
260 Union Street	56.7130	-2.4602	Reinstatement Test Case Decision	1950-04-08
109 River Street	56.7253	-2.6514		1950-04-08
Brechin	56.7322	-2.6603		1950-04-08
Carnoustie	56.5014	-2.7090	BABY BEAR DRAWS HULIDAY CROWDS	1950-04-08
KIRKTON	56.6088	-2.9439	1¼D MEAT FOR DANCERS	1950-04-08
Kirkton	56.6088	-2.9439	1¼D MEAT FOR DANCERS	1950-04-08
101 Broughty Ferry Road	56.4685	-2.9325	1¼D MEAT FOR DANCERS	1950-04-08
Forfar	56.6441	-2.8890	BRITAIN and U.S. GET ARMS SOS	1950-04-08
Cortachy	56.7249	-2.9922	Perth Speeds Pest War	1950-04-08
Glamis	56.6084	-3.0038	SHIPPING MOVEMENTS	1950-04-08
Victoria Road	56.4657	-2.9680	GIRL APPRENTICE BECOMES DIRECTOR	1950-04-08
